,x,y,target
0,-8.317741394042969,-14.496081352233887,3.0
1,7.24322509765625,18.721637725830078,1.0
2,-9.26524543762207,-20.238937377929688,2.0
3,-9.119794845581055,-20.118589401245117,2.0
4,-9.201679229736328,-18.85990333557129,2.0
5,-9.434170722961426,-17.849609375,2.0
6,-9.306314468383789,-16.018190383911133,3.0
7,-8.896751403808594,-19.883739471435547,2.0
8,7.5770792961120605,20.184282302856445,1.0
9,6.701206207275391,19.20427703857422,1.0
10,-9.25312614440918,-18.301349639892578,2.0
11,7.077822685241699,19.60377311706543,1.0
12,-9.335335731506348,-19.68047523498535,2.0
13,-8.922062873840332,-17.58625602722168,2.0
14,8.12475872039795,18.872957229614258,1.0
15,-9.255589485168457,-18.294694900512695,2.0
16,7.892449378967285,18.665006637573242,1.0
17,7.669946193695068,19.78656578063965,1.0
18,7.455483436584473,19.156112670898438,1.0
19,-8.615886688232422,-15.25924301147461,3.0
20,6.960543155670166,18.865039825439453,1.0
21,-9.258451461791992,-18.30072784423828,2.0
22,-8.757904052734375,-20.539342880249023,2.0
23,7.895387172698975,19.120864868164062,1.0
24,-9.611674308776855,-14.056994438171387,3.0
25,7.044591903686523,19.2417049407959,1.0
26,-8.249804496765137,-13.73121166229248,3.0
27,7.537670612335205,19.53899574279785,1.0
28,-8.851637840270996,-19.10085105895996,2.0
29,-9.173465728759766,-20.915058135986328,2.0
30,-9.089686393737793,-19.39291000366211,2.0
31,-9.057315826416016,-14.368423461914062,3.0
32,6.960542678833008,18.865039825439453,1.0
33,-8.842597007751465,-18.368568420410156,2.0
34,-9.282785415649414,-15.428191184997559,3.0
35,-9.16401195526123,-13.797581672668457,3.0
36,-8.865097999572754,-17.405019760131836,3.0
37,-9.389994621276855,-15.061049461364746,3.0
38,7.3245344161987305,18.413555145263672,1.0
39,-8.440382957458496,-15.058442115783691,3.0
40,-9.474822044372559,-13.970480918884277,3.0
41,-9.050273895263672,-17.94244956970215,2.0
42,7.89666223526001,19.121274948120117,1.0
43,-8.952712059020996,-14.299187660217285,3.0
44,-9.587414741516113,-18.795787811279297,2.0
45,7.32453727722168,18.413557052612305,1.0
46,-9.344067573547363,-19.68512535095215,2.0
47,8.069124221801758,19.037710189819336,1.0
48,-8.962571144104004,-19.25231170654297,2.0
49,-9.175454139709473,-20.921781539916992,2.0
50,7.894724369049072,18.666685104370117,1.0
51,7.24322509765625,18.721637725830078,1.0
52,-8.30677604675293,-13.556382179260254,3.0
53,-8.717609405517578,-15.365792274475098,3.0
54,-9.385372161865234,-16.13161849975586,3.0
55,-8.924750328063965,-16.795930862426758,2.0
56,-8.727766036987305,-19.62624740600586,2.0
57,-9.163358688354492,-20.56189727783203,2.0
58,-9.03824520111084,-20.472665786743164,2.0
59,-8.11063003540039,-13.827826499938965,3.0
60,-9.627196311950684,-20.356203079223633,2.0
61,7.044592380523682,19.2417049407959,1.0
62,-9.140016555786133,-15.804702758789062,3.0
63,-8.317957878112793,-13.422350883483887,3.0
64,-8.78853988647461,-17.252023696899414,3.0
65,-9.203177452087402,-18.86397933959961,2.0
66,7.866944313049316,19.502212524414062,1.0
67,6.872775077819824,19.208681106567383,1.0
68,7.89666223526001,19.121274948120117,1.0
69,-8.719615936279297,-15.36633586883545,3.0
70,-8.945548057556152,-18.54660415649414,2.0
71,-8.190901756286621,-16.761627197265625,3.0
72,-9.365572929382324,-15.52437973022461,3.0
73,-8.2367582321167,-14.013649940490723,3.0
74,-9.099949836730957,-20.81116485595703,2.0
75,-8.969229698181152,-13.36734676361084,3.0
76,7.044592380523682,19.2417049407959,1.0
77,-9.3856201171875,-16.13141632080078,3.0
78,-9.219441413879395,-19.532840728759766,2.0
79,-9.041545867919922,-13.394686698913574,3.0
80,7.201590538024902,19.833110809326172,1.0
81,-8.938003540039062,-17.582677841186523,2.0
82,7.670984268188477,19.78571319580078,1.0
83,-9.538450241088867,-14.015027046203613,3.0
84,8.009298324584961,19.459135055541992,1.0
85,-9.283226013183594,-15.425289154052734,3.0
86,-8.189626693725586,-15.757433891296387,3.0
87,7.351041316986084,19.825971603393555,1.0
88,7.688521862030029,18.63788604736328,1.0
89,7.24322509765625,18.721637725830078,1.0
90,-9.251917839050293,-13.481310844421387,3.0
91,-9.424981117248535,-19.83452796936035,2.0
92,-9.292837142944336,-13.651086807250977,3.0
93,-8.469379425048828,-19.21249008178711,2.0
94,7.688521862030029,18.63788604736328,1.0
