iter,E0.1_Steps,E0.1_Time,E0.1_Rewards,E0.1_Convergence,E0.3_Steps,E0.3_Time,E0.3_Rewards,E0.3_Convergence,E0.5_Steps,E0.5_Time,E0.5_Rewards,E0.5_Convergence
236,14,0.000674,86,5.62755531063885E-09,16,0.000767,84,4.55835902357649E-09,19,0.00091,-18,4.10251743687695E-09
237,14,0.000678,86,5.06480546391686E-09,54,0.00246,-152,4.10251743687695E-09,14,0.00069,86,3.69226427210378E-09
238,14,0.000688,86,4.55833060186706E-09,15,0.000724,85,3.69226427210378E-09,19,0.00092,81,3.32303784489341E-09
239,14,0.000684,86,4.10250322602224E-09,18,0.000861,82,3.32303784489341E-09,14,0.000689,86,0.000000003
240,14,0.000682,86,3.69225006124907E-09,14,0.00068,86,0.000000003,17,0.000826,83,2.6916637807517E-09
241,14,0.000679,86,3.32302363403869E-09,14,0.000678,86,2.6916637807517E-09,27,0.00128,-26,2.42249598159106E-09
242,14,0.000683,86,0.000000003,15,0.000732,85,2.42249598159106E-09,14,0.00069,86,2.18024354126101E-09
243,14,0.000689,86,2.69164956989698E-09,18,0.000859,82,2.18024354126101E-09,16,0.000783,84,0.000000002
244,14,0.000688,86,2.42248177073634E-09,14,0.00068,86,0.000000002,34,0.001606,-33,1.76599712631287E-09
245,14,0.000681,86,2.18022933040629E-09,18,0.000861,82,1.76599712631287E-09,17,0.000826,83,1.58939883476705E-09
246,16,0.000767,84,0.000000002,14,0.000683,86,1.58939883476705E-09,15,0.000731,-14,1.43046463563223E-09
247,14,0.000679,86,1.76598291545815E-09,14,0.000677,86,1.43046463563223E-09,17,0.000824,83,1.28741817206901E-09
248,15,0.000729,85,1.58938462391234E-09,14,0.000677,86,1.28741817206901E-09,28,0.001328,-27,1.158682039204E-09
249,14,0.000678,86,1.43045042477752E-09,14,0.000679,86,1.158682039204E-09,21,0.001007,-20,0.000000001
250,14,0.000675,86,1.2874039612143E-09,14,0.000677,86,0.000000001,18,0.000865,82,9.38527477956086E-10
251,16,0.000768,84,1.15866782834928E-09,17,0.000817,83,9.38527477956086E-10,26,0.001236,-25,8.44678993416892E-10
252,14,0.000689,86,0.000000001,17,0.000807,83,8.44678993416892E-10,21,0.001009,79,7.60209672989731E-10
253,14,0.000685,86,9.38527477956086E-10,14,0.000681,86,7.60209672989731E-10,16,0.000779,84,6.84181600263401E-10
254,14,0.000681,86,8.44678993416892E-10,14,0.000701,86,6.84181600263401E-10,40,0.001871,-138,6.15770545664418E-10
255,14,0.000677,86,7.60209672989731E-10,16,0.000777,84,6.15770545664418E-10,14,0.000689,86,5.54194912183448E-10
256,14,0.000676,86,6.84181600263401E-10,14,0.00068,86,5.54194912183448E-10,32,0.001499,-31,4.9877257879416E-10
257,14,0.00069,86,6.15770545664418E-10,14,0.000677,86,4.9877257879416E-10,16,0.000779,84,4.48892478743801E-10
258,14,0.000675,86,5.54194912183448E-10,14,0.000681,86,4.48892478743801E-10,15,0.000734,85,4.04000388698478E-10
259,14,0.000675,86,4.9877257879416E-10,29,0.001354,-28,4.04000388698478E-10,14,0.000691,86,3.63598928743158E-10
260,30,0.001389,-29,4.48892478743801E-10,14,0.000678,86,3.63598928743158E-10,39,0.001818,-137,3.27233351526957E-10
261,14,0.000681,86,4.04000388698478E-10,14,0.000679,86,3.27233351526957E-10,15,0.000738,85,2.94505753117846E-10
262,14,0.00068,86,3.63598928743158E-10,14,0.000679,86,2.94505753117846E-10,14,0.000688,86,2.65060862147948E-10
263,14,0.000676,86,3.27233351526957E-10,33,0.001527,-131,2.65060862147948E-10,51,0.002367,-50,2.38557618104096E-10
264,18,0.000862,-17,2.94505753117846E-10,16,0.000771,84,2.38557618104096E-10,41,0.001904,-139,2.14697593037272E-10
265,14,0.000687,86,2.65060862147948E-10,17,0.000814,83,2.14697593037272E-10,21,0.001007,-20,1.93224991562602E-10
266,14,0.000688,86,2.38557618104096E-10,14,0.00068,86,1.93224991562602E-10,44,0.002055,-142,1.73898229149927E-10
267,14,0.000681,86,2.14697593037272E-10,15,0.000728,85,1.73898229149927E-10,14,0.000693,86,1.5650414297852E-10
268,14,0.000684,86,1.93224991562602E-10,14,0.000686,86,1.5650414297852E-10,30,0.001416,-29,1.40857991937082E-10
269,14,0.000684,86,1.73898229149927E-10,14,0.000686,86,1.40857991937082E-10,16,0.000792,84,1.26775034914317E-10
270,15,0.000727,85,1.5650414297852E-10,19,0.000906,81,1.26775034914317E-10,18,0.000876,-17,1.14098952508357E-10
271,16,0.000768,84,1.40857991937082E-10,18,0.000857,82,1.14098952508357E-10,18,0.000876,82,1.0268763617205E-10
272,14,0.000679,86,1.26775034914317E-10,49,0.002248,-48,1.0268763617205E-10,19,0.000922,81,9.24131882129586E-11
273,14,0.000681,86,1.14098952508357E-10,14,0.000677,86,9.24131882129586E-11,18,0.000872,82,8.31761326480773E-11
274,14,0.00068,86,1.0268763617205E-10,14,0.000678,86,8.31761326480773E-11,14,0.000685,86,7.48627826396842E-11
275,14,0.000683,86,9.24131882129586E-11,18,0.000855,82,7.48627826396842E-11,24,0.001141,-23,6.73736622047727E-11
276,14,0.000681,86,8.31761326480773E-11,14,0.000678,86,6.73736622047727E-11,18,0.000871,82,6.0637717069767E-11
277,14,0.000677,86,7.48627826396842E-11,48,0.002193,-146,6.0637717069767E-11,15,0.000733,85,5.45696821063757E-11
278,14,0.000693,86,6.73736622047727E-11,14,0.000675,86,5.45696821063757E-11,14,0.000695,86,4.91127138957381E-11
279,14,0.000681,86,6.0637717069767E-11,14,0.000678,86,4.91127138957381E-11,14,0.00069,86,4.41957581642782E-11
280,14,0.000683,86,5.45696821063757E-11,23,0.001079,-22,4.41957581642782E-11,32,0.001512,-31,3.97761823478504E-11
281,14,0.000676,86,4.91127138957381E-11,15,0.000726,85,3.97761823478504E-11,14,0.000693,86,3.57971430275938E-11
282,14,0.000682,86,4.41957581642782E-11,16,0.000771,84,3.57971430275938E-11,14,0.000689,86,3.22160076393629E-11
283,14,0.000691,86,3.97761823478504E-11,17,0.00081,83,3.22160076393629E-11,81,0.003717,-179,2.89901436190121E-11
284,14,0.000681,86,3.57971430275938E-11,17,0.00081,83,2.89901436190121E-11,27,0.001276,-26,2.60911292571109E-11
285,17,0.000811,-16,3.22160076393629E-11,14,0.000677,86,2.60911292571109E-11,16,0.000781,84,2.34763319895137E-11
286,14,0.000682,86,2.89901436190121E-11,17,0.000816,-16,2.34763319895137E-11,14,0.000687,86,2.11315409615054E-11
287,28,0.001301,-27,2.60911292571109E-11,16,0.00077,84,2.11315409615054E-11,20,0.000966,80,1.90141236089403E-11
288,14,0.000683,86,2.34763319895137E-11,14,0.000679,86,1.90141236089403E-11,16,0.000781,84,1.71098690771032E-11
289,16,0.00077,84,2.11315409615054E-11,15,0.000723,85,1.71098690771032E-11,14,0.000693,86,1.5404566511279E-11
290,14,0.000682,86,1.90141236089403E-11,50,0.002285,-49,1.5404566511279E-11,16,0.000785,84,1.38697942020372E-11
291,16,0.000773,84,1.71098690771032E-11,28,0.001297,-27,1.38697942020372E-11,39,0.001813,-137,1.24771304399474E-11
292,16,0.000769,84,1.5404566511279E-11,14,0.000687,86,1.24771304399474E-11,14,0.000695,86,1.12265752250096E-11
293,17,0.000815,83,1.38697942020372E-11,15,0.000726,85,1.12265752250096E-11,16,0.000788,84,1.01039177025086E-11
294,14,0.000683,86,1.24771304399474E-11,14,0.000681,86,1.01039177025086E-11,29,0.001369,-28,9.09494701772928E-12
295,14,0.000689,86,1.12265752250096E-11,14,0.000679,86,9.09494701772928E-12,15,0.000735,85,8.18545231595635E-12
296,14,0.00068,86,1.01039177025086E-11,28,0.001302,-27,8.18545231595635E-12,18,0.000874,82,7.36122274247464E-12
297,14,0.00068,86,9.09494701772928E-12,27,0.001264,-26,7.36122274247464E-12,14,0.00069,86,6.62225829728413E-12
298,14,0.000677,86,8.18545231595635E-12,17,0.000811,83,6.62225829728413E-12,18,0.000872,82,5.95434812566964E-12
299,14,0.000685,86,7.36122274247464E-12,14,0.000682,86,5.95434812566964E-12,16,0.000778,84,5.35749222763116E-12
300,16,0.00077,84,6.62225829728413E-12,14,0.000682,86,5.35749222763116E-12,30,0.001425,-29,4.81747974845348E-12
301,14,0.000682,86,5.95434812566964E-12,20,0.000947,-19,4.81747974845348E-12,14,0.000688,86,4.33431068813661E-12
302,14,0.000684,86,5.35749222763116E-12,14,0.000678,86,4.33431068813661E-12,17,0.000827,-16,3.90798504668055E-12
303,14,0.000681,86,4.81747974845348E-12,18,0.000859,-17,3.90798504668055E-12,14,0.000692,86,3.51008111465489E-12
304,14,0.000692,86,4.33431068813661E-12,14,0.000683,86,3.51008111465489E-12,17,0.000829,83,3.15480974677484E-12
305,14,0.000678,86,3.90798504668055E-12,16,0.000768,84,3.15480974677484E-12,17,0.000827,83,2.8421709430404E-12
306,14,0.000681,86,3.51008111465489E-12,48,0.002191,-47,2.8421709430404E-12,59,0.002708,-58,2.55795384873636E-12
307,14,0.000686,86,3.15480974677484E-12,16,0.000769,84,2.55795384873636E-12,15,0.00074,85,2.30215846386272E-12
308,15,0.000723,85,2.8421709430404E-12,14,0.00068,86,2.30215846386272E-12,14,0.000689,86,2.07478478841949E-12
309,14,0.000695,86,2.55795384873636E-12,14,0.000679,86,2.07478478841949E-12,19,0.000916,-18,1.86162196769146E-12
310,14,0.000678,86,2.30215846386272E-12,14,0.000685,86,1.86162196769146E-12,14,0.000692,86,1.67688085639384E-12
311,14,0.000685,86,2.07478478841949E-12,16,0.000772,84,1.67688085639384E-12,16,0.00078,84,1.50635059981141E-12
312,14,0.000678,86,1.86162196769146E-12,14,0.000686,86,1.50635059981141E-12,14,0.000689,86,1.35003119794419E-12
313,14,0.000683,86,1.67688085639384E-12,15,0.000722,85,1.35003119794419E-12,19,0.000917,81,1.20792265079217E-12
314,14,0.000683,86,1.50635059981141E-12,16,0.000766,84,1.20792265079217E-12,14,0.000688,86,1.09423581307055E-12
315,14,0.000686,86,1.35003119794419E-12,16,0.000773,84,1.09423581307055E-12,17,0.000821,83,9.80548975348938E-13
316,14,0.000687,86,1.20792265079217E-12,14,0.000681,86,9.80548975348938E-13,16,0.000779,84,8.81072992342524E-13
317,14,0.000686,86,1.09423581307055E-12,14,0.000682,86,8.81072992342524E-13,14,0.00069,86,7.95807864051312E-13
318,14,0.000689,86,9.80548975348938E-13,14,0.000682,86,7.95807864051312E-13,14,0.000692,86,7.105427357601E-13
319,14,0.000687,86,8.81072992342524E-13,14,0.000683,86,7.105427357601E-13,15,0.00075,85,6.3948846218409E-13
320,14,0.000683,86,7.95807864051312E-13,14,0.000681,86,6.3948846218409E-13,14,0.000698,86,5.82645043323282E-13
321,14,0.000709,86,7.105427357601E-13,29,0.001362,-28,5.82645043323282E-13,28,0.001331,-27,5.25801624462474E-13
322,14,0.000695,86,6.3948846218409E-13,14,0.000676,86,5.25801624462474E-13,14,0.000697,86,4.68958205601666E-13
323,14,0.000682,86,5.82645043323282E-13,26,0.001217,-25,4.68958205601666E-13,20,0.000971,-19,4.2632564145606E-13
324,14,0.000678,86,5.25801624462474E-13,14,0.000683,86,4.2632564145606E-13,18,0.000873,82,3.83693077310454E-13
325,14,0.000696,86,4.68958205601666E-13,14,0.000683,86,3.83693077310454E-13,14,0.000691,86,3.41060513164848E-13
326,14,0.000683,86,4.2632564145606E-13,14,0.000686,86,3.41060513164848E-13,14,0.000692,86,3.12638803734444E-13
327,14,0.000681,86,3.83693077310454E-13,14,0.000685,86,3.12638803734444E-13,35,0.001647,-34,2.8421709430404E-13
328,16,0.000766,84,3.41060513164848E-13,16,0.000778,84,2.8421709430404E-13,14,0.000688,86,2.55795384873636E-13
329,14,0.000686,86,3.12638803734444E-13,14,0.000687,86,2.55795384873636E-13,30,0.001406,-29,2.27373675443232E-13
330,14,0.000711,86,2.8421709430404E-13,42,0.001931,-140,2.27373675443232E-13,19,0.000916,-18,1.98951966012828E-13
331,14,0.000699,86,2.55795384873636E-13,16,0.000774,84,1.98951966012828E-13,17,0.000825,83,1.84741111297626E-13
332,14,0.000686,86,2.27373675443232E-13,14,0.000684,86,1.84741111297626E-13,16,0.000774,84,1.70530256582424E-13
333,14,0.000685,86,1.98951966012828E-13,14,0.000678,86,1.70530256582424E-13,14,0.000686,86,1.56319401867222E-13
334,26,0.001221,-25,1.84741111297626E-13,14,0.00068,86,1.56319401867222E-13,14,0.000691,86,1.4210854715202E-13
335,14,0.000689,86,1.70530256582424E-13,25,0.001178,-24,1.4210854715202E-13,23,0.001094,-22,1.27897692436818E-13
336,14,0.000674,86,1.56319401867222E-13,14,0.000695,86,1.27897692436818E-13,16,0.000779,84,1.13686837721616E-13
337,14,0.00068,86,1.4210854715202E-13,14,0.000683,86,1.13686837721616E-13,16,0.000783,84,9.9475983006414E-14
338,14,0.000679,86,1.27897692436818E-13,14,0.000677,86,9.9475983006414E-14,14,0.00069,86,8.5265128291212E-14
339,16,0.000799,84,1.13686837721616E-13,14,0.000675,86,8.5265128291212E-14,14,0.000693,86,7.105427357601E-14
340,16,0.000774,84,9.9475983006414E-14,14,0.000677,86,7.105427357601E-14,15,0.000734,85,7.105427357601E-14
341,16,0.000771,84,8.5265128291212E-14,14,0.000684,86,7.105427357601E-14,17,0.000828,83,7.105427357601E-14
342,14,0.000679,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,39,0.001821,-137,7.105427357601E-14
343,15,0.000744,85,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,35,0.001641,-34,7.105427357601E-14
344,14,0.000686,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,14,0.0007,86,7.105427357601E-14
345,14,0.000677,86,7.105427357601E-14,17,0.000818,-16,7.105427357601E-14,14,0.000696,86,7.105427357601E-14
346,14,0.000678,86,7.105427357601E-14,16,0.000766,84,7.105427357601E-14,16,0.00078,84,7.105427357601E-14
347,14,0.000694,86,7.105427357601E-14,29,0.001345,-28,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
348,14,0.000706,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,17,0.000826,83,7.105427357601E-14
349,14,0.000686,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
350,14,0.000678,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,20,0.00096,-19,7.105427357601E-14
351,14,0.000677,86,7.105427357601E-14,17,0.000811,83,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
352,14,0.000693,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14,73,0.003352,-270,7.105427357601E-14
353,14,0.000682,86,7.105427357601E-14,20,0.000955,-118,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
354,14,0.000677,86,7.105427357601E-14,36,0.001655,-134,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
355,14,0.00068,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,17,0.000823,83,7.105427357601E-14
356,14,0.000679,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
357,60,0.002753,-59,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
358,16,0.000771,84,7.105427357601E-14,43,0.001966,-42,7.105427357601E-14,28,0.00133,-27,7.105427357601E-14
359,17,0.000831,83,7.105427357601E-14,18,0.000856,82,7.105427357601E-14,16,0.00078,84,7.105427357601E-14
360,14,0.000681,86,7.105427357601E-14,77,0.003481,-76,7.105427357601E-14,79,0.003627,-177,7.105427357601E-14
361,16,0.000771,84,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
362,14,0.000682,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,21,0.001004,-20,7.105427357601E-14
363,15,0.00073,85,7.105427357601E-14,16,0.000764,84,7.105427357601E-14,33,0.00155,-32,7.105427357601E-14
364,122,0.005569,-121,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,40,0.001859,-237,7.105427357601E-14
365,14,0.000691,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,16,0.000782,84,7.105427357601E-14
366,27,0.00127,-26,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,36,0.001693,-35,7.105427357601E-14
367,14,0.000687,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,19,0.000916,-18,7.105427357601E-14
368,14,0.000682,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
369,14,0.000681,86,7.105427357601E-14,20,0.000953,-19,7.105427357601E-14,17,0.000834,83,7.105427357601E-14
370,14,0.000677,86,7.105427357601E-14,33,0.001531,-32,7.105427357601E-14,18,0.00087,82,7.105427357601E-14
371,14,0.000698,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
372,14,0.00068,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,15,0.000733,85,7.105427357601E-14
373,14,0.000676,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
374,14,0.000679,86,7.105427357601E-14,16,0.000772,84,7.105427357601E-14,15,0.000733,85,7.105427357601E-14
375,14,0.000692,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,33,0.001548,-32,7.105427357601E-14
376,16,0.000772,84,7.105427357601E-14,59,0.002694,-157,7.105427357601E-14,14,0.000684,86,7.105427357601E-14
377,14,0.000681,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,15,0.000736,85,7.105427357601E-14
378,14,0.000681,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,16,0.00078,84,7.105427357601E-14
379,25,0.00117,-24,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
380,14,0.000757,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
381,14,0.000684,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,16,0.000778,84,7.105427357601E-14
382,14,0.000684,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,15,0.000734,85,7.105427357601E-14
383,14,0.000681,86,7.105427357601E-14,16,0.000767,84,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
384,16,0.000769,84,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,15,0.000737,85,7.105427357601E-14
385,15,0.000724,85,7.105427357601E-14,18,0.000859,82,7.105427357601E-14,27,0.001307,-26,7.105427357601E-14
386,14,0.00068,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,24,0.001142,-122,7.105427357601E-14
387,14,0.000676,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,17,0.000826,-16,7.105427357601E-14
388,14,0.000695,86,7.105427357601E-14,17,0.000812,83,7.105427357601E-14,17,0.000819,83,7.105427357601E-14
389,14,0.000686,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
390,14,0.000685,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,29,0.001362,-28,7.105427357601E-14
391,14,0.000686,86,7.105427357601E-14,14,0.000675,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14
392,14,0.000682,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,16,0.000771,84,7.105427357601E-14
393,15,0.000742,85,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,14,0.000715,86,7.105427357601E-14
394,14,0.000705,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,16,0.000787,84,7.105427357601E-14
395,14,0.000683,86,7.105427357601E-14,18,0.000869,-17,7.105427357601E-14,17,0.00083,-16,7.105427357601E-14
396,15,0.000723,85,7.105427357601E-14,15,0.000721,85,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
397,14,0.000678,86,7.105427357601E-14,43,0.001967,-42,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
398,14,0.000679,86,7.105427357601E-14,18,0.000859,-17,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
399,14,0.000681,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,30,0.00142,-29,7.105427357601E-14
400,14,0.000682,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,27,0.001312,-26,7.105427357601E-14
401,15,0.000737,85,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,14,0.000694,86,7.105427357601E-14
402,14,0.000679,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
403,14,0.000697,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,18,0.000873,82,7.105427357601E-14
404,14,0.000677,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,19,0.000918,81,7.105427357601E-14
405,14,0.000678,86,7.105427357601E-14,18,0.00085,-17,7.105427357601E-14,18,0.000873,-17,7.105427357601E-14
406,15,0.000736,85,7.105427357601E-14,33,0.001519,-131,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
407,14,0.000681,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
408,14,0.000681,86,7.105427357601E-14,14,0.000674,86,7.105427357601E-14,27,0.0013,-26,7.105427357601E-14
409,14,0.000681,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
410,14,0.000676,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
411,14,0.000682,86,7.105427357601E-14,14,0.000673,86,7.105427357601E-14,15,0.000733,85,7.105427357601E-14
412,25,0.00119,-24,7.105427357601E-14,18,0.000854,82,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
413,14,0.000677,86,7.105427357601E-14,16,0.000763,84,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
414,14,0.000694,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,16,0.000782,84,7.105427357601E-14
415,14,0.000685,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,16,0.000781,84,7.105427357601E-14
416,14,0.000682,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,20,0.000963,-19,7.105427357601E-14
417,14,0.000688,86,7.105427357601E-14,34,0.001579,-33,7.105427357601E-14,26,0.00125,-25,7.105427357601E-14
418,14,0.000682,86,7.105427357601E-14,80,0.003638,-79,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
419,27,0.001276,-26,7.105427357601E-14,15,0.000727,85,7.105427357601E-14,14,0.000697,86,7.105427357601E-14
420,14,0.000683,86,7.105427357601E-14,14,0.00068,86,7.105427357601E-14,30,0.001425,-29,7.105427357601E-14
421,14,0.000682,86,7.105427357601E-14,39,0.00179,-38,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
422,14,0.000677,86,7.105427357601E-14,15,0.00072,85,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
423,14,0.000678,86,7.105427357601E-14,15,0.000726,85,7.105427357601E-14,18,0.000874,-17,7.105427357601E-14
424,14,0.000674,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,15,0.000764,85,7.105427357601E-14
425,14,0.000687,86,7.105427357601E-14,15,0.00072,85,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
426,14,0.000677,86,7.105427357601E-14,14,0.000678,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
427,15,0.000735,85,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,16,0.000782,84,7.105427357601E-14
428,14,0.000675,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,15,0.000745,85,7.105427357601E-14
429,14,0.000679,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
430,14,0.000698,86,7.105427357601E-14,18,0.000855,82,7.105427357601E-14,14,0.000687,86,7.105427357601E-14
431,14,0.000677,86,7.105427357601E-14,16,0.000765,84,7.105427357601E-14,16,0.000779,84,7.105427357601E-14
432,19,0.000913,81,7.105427357601E-14,62,0.002811,-61,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
433,14,0.00068,86,7.105427357601E-14,16,0.000769,84,7.105427357601E-14,14,0.000722,86,7.105427357601E-14
434,14,0.000695,86,7.105427357601E-14,14,0.000685,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
435,14,0.000677,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
436,17,0.00081,83,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,16,0.000779,84,7.105427357601E-14
437,14,0.000677,86,7.105427357601E-14,21,0.000991,79,7.105427357601E-14,14,0.000688,86,7.105427357601E-14
438,14,0.000678,86,7.105427357601E-14,14,0.000672,86,7.105427357601E-14,16,0.000783,84,7.105427357601E-14
439,14,0.000702,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
440,15,0.000741,85,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,27,0.001273,-26,7.105427357601E-14
441,14,0.000681,86,7.105427357601E-14,16,0.000765,84,7.105427357601E-14,15,0.00076,85,7.105427357601E-14
442,14,0.000676,86,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
443,14,0.00068,86,7.105427357601E-14,14,0.000687,86,7.105427357601E-14,29,0.001365,-28,7.105427357601E-14
444,15,0.000733,85,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
445,14,0.000695,86,7.105427357601E-14,14,0.000683,86,7.105427357601E-14,18,0.000875,82,7.105427357601E-14
446,14,0.000675,86,7.105427357601E-14,14,0.000693,86,7.105427357601E-14,16,0.000784,84,7.105427357601E-14
447,16,0.000771,84,7.105427357601E-14,14,0.000682,86,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
448,14,0.000704,86,7.105427357601E-14,14,0.000688,86,7.105427357601E-14,17,0.000822,83,7.105427357601E-14
449,14,0.000674,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,16,0.000808,84,7.105427357601E-14
450,14,0.000681,86,7.105427357601E-14,15,0.000722,85,7.105427357601E-14,19,0.00092,81,7.105427357601E-14
451,14,0.000678,86,7.105427357601E-14,14,0.000679,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
452,14,0.000677,86,7.105427357601E-14,14,0.000676,86,7.105427357601E-14,19,0.000913,81,7.105427357601E-14
453,14,0.000709,86,7.105427357601E-14,17,0.000814,83,7.105427357601E-14,14,0.000693,86,7.105427357601E-14
454,14,0.0007,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
455,14,0.000688,86,7.105427357601E-14,19,0.0009,-18,7.105427357601E-14,14,0.000691,86,7.105427357601E-14
456,14,0.000679,86,7.105427357601E-14,14,0.000681,86,7.105427357601E-14,14,0.000686,86,7.105427357601E-14
457,14,0.0007,86,7.105427357601E-14,14,0.000684,86,7.105427357601E-14,53,0.00247,-349,7.105427357601E-14
458,14,0.000681,86,7.105427357601E-14,20,0.000947,-19,7.105427357601E-14,14,0.00069,86,7.105427357601E-14
459,14,0.000701,86,7.105427357601E-14,14,0.000673,86,7.105427357601E-14,17,0.000821,-16,7.105427357601E-14
460,14,0.000683,86,7.105427357601E-14,17,0.000813,83,7.105427357601E-14,14,0.000683,86,7.105427357601E-14
461,14,0.000677,86,7.105427357601E-14,15,0.000734,85,7.105427357601E-14,14,0.000692,86,7.105427357601E-14
462,14,0.000702,86,7.105427357601E-14,16,0.000763,84,7.105427357601E-14,14,0.000689,86,7.105427357601E-14
463,14,0.000681,86,7.105427357601E-14,14,0.000677,86,7.105427357601E-14,46,0.002143,-45,7.105427357601E-14
464,14,0.000682,86,7.105427357601E-14,18,0.000855,82,7.105427357601E-14,14,0.000695,86,7.105427357601E-14
