,x,y,target
0,7.3010711669921875,5.504983425140381,3.0
1,-1.1279898881912231,-7.805078506469727,1.0
2,5.3109130859375,0.2657719850540161,2.0
3,4.837367534637451,0.33573952317237854,2.0
4,7.897949695587158,2.8259692192077637,2.0
5,9.162449836730957,3.133734941482544,2.0
6,6.022749900817871,2.7640230655670166,3.0
7,6.674563407897949,0.7432132363319397,2.0
8,-1.6043651103973389,-7.107990264892578,1.0
9,-1.1661505699157715,-6.555313587188721,1.0
10,3.7914130687713623,1.090316653251648,2.0
11,-1.2763644456863403,-8.222413063049316,1.0
12,5.8655195236206055,0.547724723815918,2.0
13,8.002617835998535,3.6131765842437744,2.0
14,-1.6330649852752686,-8.451672554016113,1.0
15,7.0605645179748535,0.9382327795028687,2.0
16,-0.7313476204872131,-7.448421955108643,1.0
17,-1.6663525104522705,-7.5911383628845215,1.0
18,-0.6294439435005188,-6.8902692794799805,1.0
19,7.21383810043335,3.8044862747192383,3.0
20,-1.1731783151626587,-6.497818946838379,1.0
21,6.691539764404297,1.7369729280471802,2.0
22,5.114660263061523,0.25920823216438293,2.0
23,-0.09527402371168137,-5.385310173034668,1.0
24,8.78398609161377,4.69215202331543,3.0
25,-0.2102537751197815,-6.051774978637695,1.0
26,7.758677959442139,5.821361541748047,3.0
27,-1.81635320186615,-7.749102592468262,1.0
28,5.874383926391602,0.9696816205978394,2.0
29,4.624848365783691,-0.21600596606731415,2.0
30,6.4535746574401855,1.4871560335159302,2.0
31,7.128525733947754,4.083742141723633,3.0
32,-0.6569825410842896,-6.08305025100708,1.0
33,8.321416854858398,3.482778310775757,2.0
34,6.021481037139893,2.6255128383636475,3.0
35,8.948521614074707,5.152989387512207,3.0
36,3.818511486053467,1.2695534229278564,3.0
37,8.877991676330566,4.17294979095459,3.0
38,-2.016022205352783,-8.320977210998535,1.0
39,8.125350952148438,1.853316307067871,3.0
40,9.21342658996582,4.516955852508545,3.0
41,7.969172477722168,3.240521192550659,2.0
42,-0.5445578098297119,-6.954164505004883,1.0
43,9.179320335388184,4.929340362548828,3.0
44,7.076898574829102,1.3296091556549072,2.0
45,-0.1114293709397316,-6.056219577789307,1.0
46,6.761782169342041,0.6243146657943726,2.0
47,-0.8452715873718262,-5.855962753295898,1.0
48,3.9009573459625244,1.0355143547058105,2.0
49,3.3981001377105713,-0.3712604343891144,2.0
50,-0.36592575907707214,-5.4857892990112305,1.0
51,-0.9844656586647034,-6.664137363433838,1.0
52,9.676453590393066,6.14189338684082,3.0
53,7.7421746253967285,4.0611066818237305,3.0
54,6.540065765380859,2.6979763507843018,3.0
55,5.763701438903809,2.307800054550171,2.0
56,4.831750392913818,0.42221081256866455,2.0
57,4.04399299621582,0.00021438440307974815,2.0
58,4.355135917663574,0.07175278663635254,2.0
59,7.326626300811768,5.838987350463867,3.0
60,6.264107704162598,0.14503070712089539,2.0
61,-1.3696224689483643,-7.96022891998291,1.0
62,7.368414878845215,2.994852304458618,3.0
63,7.182516098022461,5.9146599769592285,3.0
64,6.2869553565979,2.6458919048309326,3.0
65,7.369935989379883,2.4407830238342285,2.0
66,-0.2537771165370941,-5.70317268371582,1.0
67,-0.40534642338752747,-7.169380187988281,1.0
68,-0.4130919575691223,-6.574618339538574,1.0
69,8.149452209472656,4.0803022384643555,3.0
70,7.1070170402526855,1.9796792268753052,2.0
71,5.0208024978637695,2.339392900466919,3.0
72,5.195204734802246,2.5672194957733154,3.0
73,9.664236068725586,6.1461501121521,3.0
74,3.997999906539917,-0.08598127961158752,2.0
75,9.66016674041748,5.831258296966553,3.0
76,0.006662674713879824,-5.840778827667236,1.0
77,7.396305084228516,2.7514517307281494,3.0
78,6.341190814971924,0.7592460513114929,2.0
79,9.5011568069458,5.059739589691162,3.0
80,-1.7975231409072876,-8.175302505493164,1.0
81,4.7340087890625,1.9490976333618164,2.0
82,-0.5811811685562134,-7.2733001708984375,1.0
83,8.47507381439209,4.572926998138428,3.0
84,0.4613739550113678,-4.62164831161499,1.0
85,6.017539978027344,2.6278367042541504,3.0
86,7.522780895233154,4.991889953613281,3.0
87,-1.240537166595459,-6.762232303619385,1.0
88,-1.9584406614303589,-8.585412979125977,1.0
89,-0.9733603000640869,-7.227904319763184,1.0
90,9.416646957397461,5.162710666656494,3.0
91,4.484339714050293,0.14741353690624237,2.0
92,8.83177661895752,4.94500732421875,3.0
93,5.788602828979492,1.5352658033370972,2.0
94,-1.4881508350372314,-7.201035976409912,1.0
