,x,y,target
0,-19.449283599853516,2.0555100440979004,5.0
1,8.356721878051758,8.051095962524414,6.0
2,26.55366325378418,-19.69059181213379,6.0
3,26.54775619506836,-30.248170852661133,7.0
4,20.352136611938477,-28.893150329589844,6.0
5,8.416311264038086,17.781858444213867,6.0
6,-7.929561138153076,33.27603530883789,6.0
7,-24.155536651611328,-7.536007404327393,5.0
8,-8.36723804473877,43.89598083496094,3.0
9,-7.195367336273193,7.418107509613037,5.0
10,2.4217288494110107,19.83260726928711,6.0
11,21.232046127319336,25.5816593170166,6.0
12,-4.533967018127441,17.34596061706543,5.0
13,27.337366104125977,-27.72623634338379,6.0
14,-23.334373474121094,-0.703874409198761,5.0
15,-5.246501922607422,17.89970588684082,5.0
16,17.09200668334961,-6.437684535980225,5.0
17,-21.32033920288086,6.48282527923584,6.0
18,-25.291170120239258,1.380806803703308,5.0
19,13.494091033935547,23.39925765991211,4.0
20,3.5512638092041016,-7.343272686004639,4.0
21,20.67504119873047,-31.977848052978516,7.0
22,-27.73642921447754,12.55529499053955,5.0
23,-28.072072982788086,13.082569122314453,5.0
24,-27.629777908325195,18.790586471557617,5.0
25,-8.257550239562988,-27.814123153686523,6.0
26,-12.374395370483398,-6.44671630859375,5.0
27,10.724752426147461,16.92530632019043,6.0
28,13.4375581741333,-35.827823638916016,8.0
29,-21.966110229492188,18.45174217224121,6.0
30,-14.168895721435547,10.769445419311523,6.0
31,14.854976654052734,-41.80329895019531,6.0
32,3.6172032356262207,5.923980712890625,6.0
33,-5.287633419036865,-33.8148078918457,5.0
34,4.62365198135376,17.883756637573242,6.0
35,11.910168647766113,13.205761909484863,6.0
36,-6.399179935455322,30.087209701538086,7.0
37,23.841833114624023,-10.923591613769531,6.0
38,26.859895706176758,-21.42485809326172,6.0
39,12.346599578857422,5.716447830200195,5.0
40,-23.309757232666016,18.8806095123291,5.0
41,12.4495849609375,-29.433515548706055,5.0
42,16.941930770874023,2.387986421585083,6.0
43,14.985218048095703,22.095073699951172,6.0
44,7.686705112457275,6.880288124084473,6.0
45,10.786145210266113,-33.42227554321289,8.0
46,0.956624448299408,40.265342712402344,6.0
47,-2.3989675045013428,-15.540401458740234,4.0
48,32.645198822021484,-15.656869888305664,6.0
49,-5.969593524932861,-25.32280731201172,6.0
50,-23.331449508666992,13.115645408630371,7.0
51,30.656291961669922,-12.602659225463867,6.0
52,-26.87289047241211,17.19087791442871,5.0
53,12.978001594543457,26.926523208618164,5.0
54,-21.394792556762695,24.799867630004883,6.0
55,29.743125915527344,-15.249850273132324,8.0
56,-0.966401219367981,5.080379009246826,5.0
57,11.93797492980957,-38.42250442504883,5.0
58,22.904577255249023,-11.231616020202637,6.0
59,-13.479758262634277,6.891077041625977,6.0
60,-2.0165882110595703,22.275419235229492,5.0
61,-23.43052101135254,17.66739273071289,5.0
62,-13.601178169250488,-7.817126274108887,5.0
63,-3.2616095542907715,-19.223278045654297,6.0
64,23.35084342956543,-48.629234313964844,7.0
65,28.09323501586914,-26.901723861694336,7.0
66,19.918664932250977,-11.500785827636719,6.0
67,-25.078691482543945,-7.006664276123047,5.0
68,-11.938758850097656,-17.93605613708496,6.0
69,-23.01803207397461,-19.973934173583984,5.0
70,-8.205947875976562,26.874963760375977,6.0
71,8.639808654785156,-20.95510482788086,6.0
72,-4.786619663238525,37.059326171875,5.0
73,-9.792866706848145,-26.60105323791504,5.0
74,-19.462806701660156,-3.6350340843200684,5.0
75,14.956645965576172,18.72081184387207,6.0
76,-2.931499481201172,-11.307855606079102,5.0
77,-29.733379364013672,20.823564529418945,5.0
78,11.985974311828613,-22.430747985839844,5.0
79,-1.8554786443710327,33.2095947265625,6.0
80,-1.2620755434036255,-16.510671615600586,6.0
81,-4.530023097991943,-37.425872802734375,7.0
82,-25.804956436157227,6.780444622039795,5.0
83,5.151961326599121,-5.16827392578125,5.0
84,-22.158889770507812,17.455142974853516,6.0
85,15.192212104797363,2.274678945541382,6.0
86,-31.046525955200195,12.103398323059082,5.0
87,-29.66111946105957,2.0888450145721436,5.0
88,-2.087095022201538,-13.67599105834961,7.0
89,16.099899291992188,-9.068974494934082,5.0
90,-11.789396286010742,-18.180734634399414,5.0
91,9.730533599853516,-34.06007385253906,5.0
92,30.123516082763672,-8.038442611694336,6.0
