,x,y,target
0,-18.28053855895996,-18.89406394958496,3.0
1,16.550737380981445,19.598752975463867,1.0
2,-14.67679214477539,-13.519320487976074,2.0
3,-14.930046081542969,-13.65442180633545,2.0
4,-16.03188705444336,-15.414690017700195,2.0
5,-15.077937126159668,-13.90481948852539,2.0
6,-16.939062118530273,-16.823131561279297,3.0
7,-14.510860443115234,-13.23898696899414,2.0
8,15.884295463562012,19.135835647583008,1.0
9,16.551063537597656,19.62346839904785,1.0
10,-16.71602439880371,-16.45343017578125,2.0
11,16.06742286682129,18.98932647705078,1.0
12,-14.89151382446289,-13.4529390335083,2.0
13,-16.78988265991211,-16.575681686401367,2.0
14,15.787053108215332,19.65960121154785,1.0
15,-14.651721000671387,-13.510720252990723,2.0
16,15.887789726257324,19.267057418823242,1.0
17,15.794557571411133,19.714017868041992,1.0
18,16.518508911132812,19.46571159362793,1.0
19,-17.125932693481445,-17.11233139038086,3.0
20,16.524398803710938,19.878662109375,1.0
21,-15.488125801086426,-14.539602279663086,2.0
22,-14.817327499389648,-13.199251174926758,2.0
23,16.49139976501465,19.943498611450195,1.0
24,-17.846179962158203,-18.21660804748535,3.0
25,15.778177261352539,19.554996490478516,1.0
26,-18.42098045349121,-19.11691665649414,3.0
27,15.96788501739502,20.02267074584961,1.0
28,-15.001628875732422,-13.78344440460205,2.0
29,-14.487479209899902,-12.968958854675293,2.0
30,-15.29007625579834,-14.249442100524902,2.0
31,-17.681869506835938,-17.982942581176758,3.0
32,16.53360939025879,19.741485595703125,1.0
33,-16.520963668823242,-16.141828536987305,2.0
34,-16.595813751220703,-16.253616333007812,3.0
35,-17.97805404663086,-18.442672729492188,3.0
36,-16.79291343688965,-16.56446075439453,3.0
37,-17.0129337310791,-16.93505096435547,3.0
38,16.368919372558594,20.30843162536621,1.0
39,-17.935773849487305,-18.36568832397461,3.0
40,-17.427526473999023,-17.55240821838379,3.0
41,-16.407455444335938,-15.972256660461426,2.0
42,16.50114631652832,19.393539428710938,1.0
43,-17.592191696166992,-17.830957412719727,3.0
44,-15.083040237426758,-13.90636920928955,2.0
45,15.791702270507812,19.698577880859375,1.0
46,-14.661312103271484,-13.081133842468262,2.0
47,16.353357315063477,20.28455352783203,1.0
48,-16.34562873840332,-15.877459526062012,2.0
49,-14.433985710144043,-12.886764526367188,2.0
50,16.103870391845703,20.173742294311523,1.0
51,15.838248252868652,19.813556671142578,1.0
52,-18.28727912902832,-18.906780242919922,3.0
53,-17.20073890686035,-17.206405639648438,3.0
54,-16.641403198242188,-16.346065521240234,3.0
55,-16.393898010253906,-15.95226001739502,2.0
56,-14.871953010559082,-13.506853103637695,2.0
57,-14.525835037231445,-13.267485618591309,2.0
58,-14.804566383361816,-13.196094512939453,2.0
59,-18.463756561279297,-19.174348831176758,3.0
60,-14.510765075683594,-12.992195129394531,2.0
61,16.019798278808594,20.08530044555664,1.0
62,-16.21739959716797,-15.682801246643066,3.0
63,-18.54286003112793,-19.293601989746094,3.0
64,-16.501056671142578,-16.129621505737305,3.0
65,-16.03127098083496,-15.391180992126465,2.0
66,15.82121753692627,19.370540618896484,1.0
67,16.221906661987305,19.02275848388672,1.0
68,15.803030967712402,19.739818572998047,1.0
69,-16.978864669799805,-16.874460220336914,3.0
70,-15.39888858795166,-14.420945167541504,2.0
71,-16.675716400146484,-16.41554069519043,3.0
72,-17.327375411987305,-17.428667068481445,3.0
73,-18.206724166870117,-18.768644332885742,3.0
74,-14.538708686828613,-13.047845840454102,2.0
75,-18.190786361694336,-18.72362518310547,3.0
76,16.299936294555664,19.09078598022461,1.0
77,-16.116207122802734,-15.579377174377441,3.0
78,-14.65242862701416,-13.52181625366211,2.0
79,-17.789531707763672,-18.114404678344727,3.0
80,16.419771194458008,19.230342864990234,1.0
81,-16.75142478942871,-16.511568069458008,2.0
82,16.004226684570312,18.93950843811035,1.0
83,-17.809925079345703,-18.16576385498047,3.0
84,16.127283096313477,18.989992141723633,1.0
85,-16.587942123413086,-16.261369705200195,3.0
86,-17.800487518310547,-18.1472110748291,3.0
87,15.836079597473145,19.301250457763672,1.0
88,16.069366455078125,20.143930435180664,1.0
89,16.526098251342773,19.456941604614258,1.0
90,-17.955184936523438,-18.378026962280273,3.0
91,-14.890134811401367,-13.483500480651855,2.0
92,-17.95393943786621,-18.403575897216797,3.0
93,-15.404412269592285,-14.42026424407959,2.0
94,16.470136642456055,19.998422622680664,1.0
